created_date,account_name,campaign_objective,impressions,reach,clicks,link_clicks,content_views,add_to_cart,purchase,purchase_value,amount_spent,industry,CTR,Conversion_Click_to_Purchase,Conversion_View_to_Cart,estimated_profit,Profit_ROAS,Link_CTR,Conversion_Rate,CPC,ROAS,month
2023-01-01,Client A - Fashion,Traffic,915434.0,81436.0,92554.0,15544.0,0.0,0.0,0.0,0.0,2357742.0,Fashion,0.10110395724869296,0.0,0.0,0.0,0.0,0.016979924276354166,0.0,25.474231259588997,0.0,2023-01
2023-01-01,Client A - Fashion,Sales,103328.0,89200.0,22100.0,38038.0,1199.0,817.0,824.0,3353702.0,3578529.0,Fashion,0.21388200681325487,0.023116282154280694,0.6814011676396997,1006110.6,0.2811520040776531,0.3681286776091669,0.037285067873303164,161.9243891402715,0.9371733469255105,2023-01
2023-01-01,Client B - Beauty,Traffic,336015.0,141082.0,26321.0,46107.0,0.0,0.0,0.0,0.0,1482711.0,Beauty,0.07833281252325044,0.0,0.0,0.0,0.0,0.1372170885228338,0.0,56.331864290870406,0.0,2023-01
2023-01-01,Client B - Beauty,Sales,864410.0,400596.0,10719.0,29397.0,3395.0,960.0,591.0,3470984.0,4335272.0,Beauty,0.012400365567265533,0.023116282154280694,0.28276877761413843,1041295.2,0.24019143435521462,0.034008167420552744,0.05513574027427932,404.44742979755574,0.8006381145173821,2023-01
2023-01-01,Client C - Fashion,Traffic,916254.0,319415.0,32995.0,37496.0,0.0,0.0,0.0,0.0,1897353.0,Fashion,0.03601075684253493,0.0,0.0,0.0,0.0,0.04092315013085891,0.0,57.50425822094257,0.0,2023-01
2023-01-01,Client C - Fashion,Sales,354328.0,145859.0,96735.0,37656.0,4631.0,883.0,660.0,7488363.0,2596667.0,Fashion,0.27300975367456143,0.006822763219103737,0.1906715612178795,2246508.9,0.865150941572408,0.10627441240884153,0.006822763219103737,26.84309712100067,2.8838364719080265,2023-01
2023-01-01,Client D - Beauty,Traffic,398802.0,312412.0,53337.0,39997.0,0.0,0.0,0.0,0.0,2916194.0,Beauty,0.13374306046609596,0.0,0.0,0.0,0.0,0.1002928771671155,0.0,54.67487860209611,0.0,2023-01
2023-01-01,Client D - Beauty,Sales,611751.0,474542.0,95019.0,21756.0,1828.0,965.0,666.0,2856081.0,300873.0,Beauty,0.1553229990633444,0.007009124490891296,0.5278993435448578,856824.2999999999,1.2222016258442543,0.03556348906663005,0.007009124490891296,3.1664509203422475,4.074005419480848,2023-01
2023-01-01,Client E - FMCG,Traffic,812814.0,281770.0,64278.0,31165.0,0.0,0.0,0.0,0.0,497149.0,FMCG,0.07908082291889658,0.0,0.0,0.0,0.0,0.0383421053279102,0.0,7.734357011730297,0.0,2023-01
2023-01-01,Client E - FMCG,Sales,292882.0,233460.0,10536.0,37077.0,2977.0,416.0,871.0,5250345.0,4393697.0,FMCG,0.03597353200264953,0.023116282154280694,0.13973799126637554,1575103.5,0.3584916074094322,0.12659364522230795,0.08266894457099469,417.0175588458618,1.1949720246981073,2023-01
2023-01-01,Client F - FMCG,Traffic,800756.0,365581.0,74938.0,39395.0,0.0,0.0,0.0,0.0,3565444.0,FMCG,0.09358406306040791,0.0,0.0,0.0,0.0,0.04919725859063185,0.0,47.57858496356988,0.0,2023-01
2023-01-01,Client F - FMCG,Sales,948794.0,156879.0,77153.0,41240.0,5956.0,170.0,263.0,6858864.0,3587307.0,FMCG,0.08131691389279443,0.0034088110637305095,0.028542646071188716,2057659.2,0.5735943982491601,0.04346570488430576,0.0034088110637305095,46.496014412919784,1.9119813274972006,2023-01
2023-01-02,Client A - Fashion,Traffic,994501.0,335855.0,42896.0,35382.0,0.0,0.0,0.0,0.0,2351309.0,Fashion,0.043133189408557655,0.0,0.0,0.0,0.0,0.035577641450335394,0.0,54.814178478179784,0.0,2023-01
2023-01-02,Client A - Fashion,Sales,265947.0,324581.0,39990.0,38553.0,1055.0,595.0,811.0,4880172.0,905174.0,Fashion,0.15036830646707802,0.020280070017504377,0.5639810426540285,1464051.5999999999,1.2222016258442543,0.14496497422418753,0.020280070017504377,22.635008752188046,4.074005419480848,2023-01
2023-01-02,Client B - Beauty,Traffic,693535.0,221143.0,62169.0,44965.0,0.0,0.0,0.0,0.0,4616928.0,Beauty,0.08964075353082397,0.0,0.0,0.0,0.0,0.06483450727072174,0.0,74.26415094339623,0.0,2023-01
2023-01-02,Client B - Beauty,Sales,140953.0,402741.0,21004.0,38207.0,4997.0,485.0,648.0,3653072.0,2453433.0,Beauty,0.1490142104105624,0.023116282154280694,0.09705823494096458,1095921.5999999999,0.4466890271713146,0.27106198520074065,0.030851266425442773,116.80789373452676,1.488963423904382,2023-01
2023-01-02,Client C - Fashion,Traffic,806625.0,61086.0,64744.0,27259.0,0.0,0.0,0.0,0.0,4508466.0,Fashion,0.08026530295986363,0.0,0.0,0.0,0.0,0.03379389431272276,0.0,69.63527122204374,0.0,2023-01
2023-01-02,Client C - Fashion,Sales,347191.0,191117.0,50789.0,37703.0,1349.0,519.0,737.0,445946.0,2577918.0,Fashion,0.14628547398982117,0.0145110161649176,0.38472942920681985,133783.8,0.051896064964052385,0.10859440480888041,0.0145110161649176,50.75740810017917,0.17298688321350794,2023-01
2023-01-02,Client D - Beauty,Traffic,243038.0,232593.0,78687.0,26629.0,0.0,0.0,0.0,0.0,4826732.0,Beauty,0.32376418502456406,0.0,0.0,0.0,0.0,0.1095672281700804,0.0,61.34090764675232,0.0,2023-01
2023-01-02,Client D - Beauty,Sales,388094.0,458091.0,42432.0,9621.0,8375.0,190.0,217.0,2232388.0,4812644.0,Beauty,0.10933433652671776,0.005114064856711916,0.022686567164179106,669716.4,0.13915768546354146,0.02479038583435972,0.005114064856711916,113.42015460030166,0.4638589515451382,2023-01
2023-01-02,Client E - FMCG,Traffic,455969.0,216434.0,99269.0,25495.0,0.0,0.0,0.0,0.0,4123804.0,FMCG,0.21770997589748425,0.0,0.0,0.0,0.0,0.05591388888279686,0.0,41.541709899364356,0.0,2023-01
2023-01-02,Client E - FMCG,Sales,295486.0,322317.0,92113.0,40095.0,3963.0,953.0,987.0,7452878.0,3879447.0,FMCG,0.3117338892536364,0.010715099931605744,0.24047438808983093,2235863.4,0.5763355962847282,0.13569170789817453,0.010715099931605744,42.116172527222,1.9211186542824275,2023-01
2023-01-02,Client F - FMCG,Traffic,169396.0,334422.0,31350.0,14867.0,0.0,0.0,0.0,0.0,4143897.0,FMCG,0.185069305060332,0.0,0.0,0.0,0.0,0.08776476422111502,0.0,132.18172248803828,0.0,2023-01
2023-01-02,Client F - FMCG,Sales,603862.0,143400.0,78341.0,9541.0,6710.0,935.0,499.0,1512216.0,3880174.0,FMCG,0.1297332834323074,0.006369589359339299,0.13934426229508196,453664.8,0.1169186742656386,0.015799967542253032,0.006369589359339299,49.52928862281564,0.38972891421879535,2023-01
2023-01-03,Client A - Fashion,Traffic,792301.0,423359.0,27099.0,29393.0,0.0,0.0,0.0,0.0,1239732.0,Fashion,0.03420291025759149,0.0,0.0,0.0,0.0,0.03709827451940614,0.0,45.74825639322484,0.0,2023-01
